set_number,set_title,term,meaning,mnemonic,part_of_speech,example,synonyms
23,Set 23,Glib,অনর্গল / সাবলীল কিন্তু অগভীর,mirza GhaLIB fluent,,He gave a glib answer to a serious question.,"plausible, urbane, voluble, loquacious, facile, superficial, simplistic"
23,Set 23,Headstrong,একগুঁয়ে,HEAD too STRONG to nod,,The headstrong child ignored every warning.,"wayward, refractory, obstinate, obdurate"
23,Set 23,Intermittent,থেমে-থেমে হওয়া,INTERMISSIon for INTERNET,,There was intermittent rain all day.,"sporadic, fitful, spasmodic, fragmentary, random, isolated, scattered"
23,Set 23,Ire,ক্রোধ / রোষ,IRE of Ireland,,His careless remark drew the manager's ire.,"exasperation, vexation, chagrin, choler"
23,Set 23,Languid,অবসন্ন,LA (না) N GUIDance,,She felt languid in the afternoon heat.,"languorous, lethargic, phlegmatic, torpid, sluggish, slothful, indolent, apathetic"
23,Set 23,Lull,ঘুম পাড়ানো / শান্ত করা,LULLaby,,The gentle music lulled the baby to sleep.,"assuage, alleviate, pacify, mitigate, placate, mollify, diminish"
23,Set 23,Mettlesome,তেজস্বী,METTLE (Lion-Eagle) SOME,,The mettlesome young officer volunteered first.,"gritty, intrepid, gallant, valiant, audacious, tenacious, steadfast"
23,Set 23,Mollify,প্রশমিত / শান্ত করা,MuLa Fry দিয়ে শান্ত,,He tried to mollify the upset customer.,"appease, placate, pacify, assuage, alleviate, mitigate, lull, quell"
23,Set 23,Neutralize,নিরপেক্ষ করা,NEUTRAL IZE,,The base neutralizes the acid.,"offset, nullify, negate, annul, equalize, counterbalance"
23,Set 23,Nonplussed,কিংকর্তব্যবিমূঢ়,NON PLUS (0 is Non-Plus),,She was nonplussed by his strange question.,"bewildered, bemused, perplexed, baffled, stupefied, befuddled, unnerved, astounded, flummoxed, bamboozled"
23,Set 23,Precipitous,দ্রুত / প্রবল / খাড়া,PRE CIP (অনন্ত জলিল) IT US,,They made a precipitous decision to sell.,"perpendicular, abrupt, impetuous, precipitate, imprudent, heedless, foolhardy, temerarious"
23,Set 23,Pretentious,ভণ্ড / আড়ম্বরপূর্ণ,PRETENding for attention,,The restaurant's pretentious menu confused diners.,"ostentatious, fustian, extravagant, flamboyant, grandiloquent, magniloquent, bombastic, turgid, rhetorical"
23,Set 23,Profound,প্রগাঢ়,how PROfessionals FOUND info,,The book had a profound effect on me.,"earnest, acute, fervent, ardent, radical, exhaustive, scholarly, sagacious, erudite, penetrating, astute"
23,Set 23,Propagate,প্রচার / বিস্তার করা,PROPer GATE,,Rumours propagate quickly online.,"promulgate, broadcast, proclaim, preach, propagandize, disseminate, circulate, proliferate"
23,Set 23,Recourse,অবলম্বন / আশ্রয়,RE COURSE (রিটেক),,Her only recourse was to sue.,"remedy, expedient, refuge, alternative, option"
23,Set 23,Refute,খণ্ডন করা,REFUsE,,He refuted the accusation with evidence.,"debunk, discredit, controvert, repudiate, gainsay"
23,Set 23,Regress,প্রত্যাবর্তন / পশ্চাদগমন করা,Opposite of proGRESS,,"Without practice, his skills began to regress.","retrogress, subside, ebb, wane, retrograde"
23,Set 23,Repercussion,অপ্রত্যাশিত প্রতিক্রিয়া,RE PER CUSSION (কুশন),,The decision had serious repercussions.,"reverberation, backlash, ripple, aftermath, fallout, consequences"
23,Set 23,Replenish,পুনরায় পূরণ করা,RE PLaNE fill up,,We stopped to replenish our water supplies.,"restock, restore, refill"
23,Set 23,Vigilant,সতর্ক,VIGI (ভিজি) LA (না),,Stay vigilant against online scams.,"wary, circumspect, prudent, heedful"
24,Set 24,Assail,শারীরিক/মানসিকভাবে তীব্র আক্রমণ করা,"AS SAIL যেদিকে, যুদ্ধ সেদিকে",,Doubts assailed him before the exam.,"castigate, chastise, berate, lambaste, plague, beset, besiege"
24,Set 24,Benevolent,পরোপকারী / উদার,BENE (good) VOLuNTary,,A benevolent stranger paid for their meal.,"benign, altruistic, magnanimous, lavish, bountiful, beneficent, indulgent, bounteous, benignant"
24,Set 24,Berate,তীব্র ভর্ৎসনা করা,BElow RATEd,,The customer berated the waiter over a small mistake.,"reprimand, admonish, chastise, chide, upbraid, castigate, lambaste, censure, criticize"
24,Set 24,Buoyant,উচ্ছ্বাস / ভাসতে সক্ষম,BOY wants to be an ANT,,She was in a buoyant mood after the interview.,"blithe, effervescent, jaunty, ebullient, vivacious, optimistic, sanguine"
24,Set 24,Buttress,শক্তিশালী করা / ঠেস দেওয়া,BUTT gives support while REST,,New data buttressed his argument.,"strengthen, reinforce, fortify, underpin, cement"
24,Set 24,Condone,মওকুফ করা,CaN be DONE with pardon,,The school does not condone bullying.,"disregard, connive at, pardon, excuse"
24,Set 24,Contravene,লঙ্ঘন করা,CONTRAdicts conVENtion,,The act contravenes international law.,"breach, infringe, defy, flout"
24,Set 24,Denounce,নিন্দা করা,DE (দমনের) anNOUNCE,,Leaders denounced the attack.,"censure, castigate, decry, vilify, reprobate, vituperate, expose, betray"
24,Set 24,Despotic,স্বৈরাচারী / অত্যাচারী,DESPerate autocraTIC,,The country suffered under a despotic ruler.,"autocratic, arbitrary, monocratic, imperious, tyrannical"
24,Set 24,Deviate,বিচ্যুত হওয়া,DEVI ATE all the offerings,,Don't deviate from the original plan.,"diverge, digress, slew, contravene, veer"
24,Set 24,Disinterested,পক্ষপাতহীন / নির্লিপ্ত,DIS (না) INTERESTED,,We need a disinterested judge to decide.,"impartial, neutral, non-partisan, equitable"
24,Set 24,Escalate,বাড়ানো,ESCALATor সিঁড়ি,,The dispute quickly escalated into a fight.,"spiral, surge, heighten, intensify"
24,Set 24,Exorcise,ভূত তাড়ানো / বিশুদ্ধ করা,EXpire OR sIzE,,He tried to exorcise the memory of the accident.,"purify, cleanse, purge, lustrate"
24,Set 24,Finicky,খুঁতখুঁতে,pICKY to FINd the FINnest,,She is finicky about how her coffee is made.,"fastidious, punctilious, awkward, perfectionist"
24,Set 24,Foil,ব্যর্থ করে দেওয়া,ফয়েল পেপার প্রচেষ্টা ব্যর্থ করে,,Alert guards foiled the robbery.,"thwart, frustrate, balk, impede, snooker, derail"
24,Set 24,Intertwine,জড়িয়ে / আঁকড়ে ধরা,WINE INTERnational twisted shape,,Their lives were closely intertwined.,"entwine, interweave, interlace, convolute, coil"
24,Set 24,Inundate,ডুবে থাকা (কাজে/পানিতে),NUN কে DATE করে flooded,,The office was inundated with complaints.,"overwhelm, bog down, besiege, bombard"
24,Set 24,Ironclad,লৌহবর্মের মত শক্তিশালী / অনড়,IRON CLotheD,,They signed an ironclad contract.,"protected, reinforced, unbreakable"
24,Set 24,Jeopardize,বিপদে ফেলা,JEO (যেও) PARachute ছাড়া DivE,,One mistake could jeopardize the whole project.,"endanger, imperil, menace, prejudice, peril"
24,Set 24,Mercurial,তৎপর / চঞ্চল / পরিবর্তনশীল,MERCURy এর মত,,His mercurial moods made him hard to work with.,"capricious, temperamental, fickle, protean, mutable, erratic, kaleidoscopic, wavering, wayward, whimsical"
24,Set 24,Oblivious,অন্যমনস্ক / ভুলোমনা,Obvious BLInd VIsiOn to US,,She was oblivious to the danger.,"unaware, heedless, unmindful, insensible"
24,Set 24,Perpetrate,কুকর্ম করা,PER (প্রতিটা) PET ATE,,The gang perpetrated a series of thefts.,"execute, accomplish, inflict, effectuate"
24,Set 24,Plaintive,দুঃখজনক / করুণ,comPLAIN TIVE,,The dog gave a plaintive whine.,"wistful, doleful, piteous, melancholy, melancholic, wretched, desolate, forlorn"
24,Set 24,Poignant,মর্মস্পর্শী / দুঃখজনক,POI (Point of Information) Not GrANTed,,It was a poignant reminder of happier days.,"piteous, pitiable, wretched, plaintive, moving"
24,Set 24,Quiescent,নিশ্চল / নিঃস্তব্ধ,QUIET for the SCENT,,The volcano has been quiescent for years.,"inert, fallow, stagnant, sluggish, lethargic, torpid"
24,Set 24,Reiterate,বার বার বলা,RE utTER iT,,Let me reiterate the main point.,"recapitulate, iterate, rehearse, belabour, ingeminate"
24,Set 24,Subside,থিতানো / হ্রাস পাওয়া / শান্ত হওয়া,SUB (সব) SIDE হ',,The floodwaters slowly subsided.,"abate, soften, alleviate, attenuate, dwindle, wane, ebb"
24,Set 24,Subsume,অন্তর্ভুক্ত করা,SUB (সব) conSUME,,Several small firms were subsumed into the giant.,"include, encompass, embody"
24,Set 24,Surmount,সবকিছু ছাপিয়ে শীর্ষে ওঠা,SURpass MOUNTain,,She surmounted every obstacle in her path.,"overcome, conquer, endure, crown"
24,Set 24,Tangential,স্পর্শক / অপ্রাসঙ্গিক,TANGENT alike parTIAL,,His comments were tangential to the discussion.,
25,Set 25,Adept,পারদর্শী,A category student in the DEPartmenT,,She is adept at solving puzzles.,"proficient, virtuoso, adroit, dexterous, deft, artful"
25,Set 25,Adverse,প্রতিকূল,AD VERSus / AdD woRSE,,The medicine had adverse side effects.,"unfavourable, inauspicious, inimical"
25,Set 25,Appropriate,না বলে কিছু নেওয়া / যথাযথ,AP (আপনি) PRO PIRATE (দস্যু),,The company appropriated the land for a highway.,"pertinent, apposite, germane, congruous, expedient, felicitous, befitting, appurtenant"
25,Set 25,Archetype,আদিরূপ / প্রোটোটাইপ,ARCHitectural protoTYPE,,He is the archetype of a self-made man.,"stereotype, original, embodiment, exemplar, quintessence, paradigm"
25,Set 25,Articulate,স্পষ্ট করে বলা,ARTI can talk without calCULATE,,She can articulate her ideas clearly.,"eloquent, coherent, lucid, vivid, cogent, fluent"
25,Set 25,Auspicious,সুপ্রসন্ন / শুভ,AU (African Union) SPICy for US,,It was an auspicious start to the year.,"propitious, rosy, optimistic, providential, felicitous"
25,Set 25,Bereft,স্বজন হারানোর বেদনার্ত,BE lEFT (গত হয়েছে),,"After the loss, he felt utterly bereft.","in need of, lacking, without, deprived of"
25,Set 25,Captious,ছিদ্রান্বেষী,CAPTain ঘাড় ঘুরালেই রোল লিখে,,Her captious remarks discouraged the team.,"quibbling, cavilling, carping, censorious, pedantic, pettifogging"
25,Set 25,Conclusive,সিদ্ধান্তমূলক / অকাট্য,CONCLUsion + deciSIVE,,The test gave conclusive results.,"irrefutable, clinching, unequivocal, incontrovertible"
25,Set 25,Conspire,ষড়যন্ত্র করা,inSPIRE to CONSPIRacy,,They conspired to overthrow the king.,"intrigue, collude, consort, manoeuvre, abet, cabal"
25,Set 25,Delineate,সুন্দরভাবে বর্ণনা করা,DELIvery (speech) NEATly,,The report delineates the new policy.,"outline, depict, portray, chart, delimit"
25,Set 25,Disentangle,জট খোলা,DIS (কমানো) TANGLE (জট),,It was hard to disentangle fact from rumour.,"extricate, extract, disengage, untwine"
25,Set 25,Exhort,উপদেশ / উৎসাহ দেওয়া,EXHeRT something by urge,,The coach exhorted the team to try harder.,"adjure, entreat, implore, beseech, admonish"
25,Set 25,Frailty,ভঙ্গুরতা / দুর্বলতা,FRAgILe reAlLTY,,Old age brought a certain physical frailty.,"debility, indisposition, susceptibility, impressionability, fallibility, blemish"
25,Set 25,Grievance,অভিযোগ / ক্ষোভ,GRIEf ANCE (এনেছে),,The workers aired their grievances.,"atrocity, affront, rancour, pique, umbrage, plaint"
25,Set 25,Harangue,বাগাড়ম্বরপূর্ণ বক্তৃতা,HeR lANGUE (ভাষা),,He delivered a long harangue about discipline.,"tirade, diatribe, polemic, berating, censure, admonition, exhortation"
25,Set 25,Ploy,ধূর্ত পরিকল্পনা,PLOt,,Her tears were just a ploy for sympathy.,"plot, artifice, ruse, stratagem"
25,Set 25,Poise,ভদ্রতা / আত্মস্থিরতা,POI তোলা ভদ্রতার SE,,She answered the tough questions with poise.,"equilibrium, grace, equanimity, aplomb, sangfroid, serenity, suaveness, urbanity"
25,Set 25,Pomposity,আত্মম্ভরিতা / Superiority Complex,POM Gana এর মত আচরণ,,His pomposity irritated his colleagues.,"grandiosity, pretension, vanity, haughtiness, conceit, egotism, superciliousness, bombast, pedantry"
25,Set 25,Proxy,প্রতিনিধি / বদলি,PR (Public Relations) OXY,,She voted by proxy at the meeting.,"substitute, surrogate, attorney, ambassador, emissary, procurator"
25,Set 25,Relent,নরম হওয়া / কঠোরতা কমানো,RE LENT (আবার ঋণ দেওয়া),,The parents finally relented and let her go.,"slacken, abate, diminish, moderate, subside"
25,Set 25,Rhetoric,বাগাড়ম্বর / বাড়িয়ে বলা,RigHT ORal skill,,The speech was full of empty rhetoric.,"oratory, eloquence, bombast, turgidity, grandiloquence, hyperbole, verbosity, prolixity"
25,Set 25,Rigor,কঠোরতা,RIGORous,,The experiment was conducted with scientific rigor.,
25,Set 25,Sparse,বিরল / পাতলা,SPARe parts are not easy to find,,Vegetation is sparse in the desert.,"scanty, scant, scarce, sporadic, meagre, limited"
25,Set 25,Steadfast,অবিচল,STEADy & FAST,,He remained steadfast in his beliefs.,"staunch, resolute, stalwart, stout, implacable, inflexible"
25,Set 25,Suspect,সন্দেহভাজন / সন্দেহ করা,inSPECTor SUSPECTs,,Police suspect he was involved.,"doubt, distrust, mistrust, shady"
25,Set 25,Tedious,দুরূহ ও সময়সাপেক্ষ,TirED US,,Copying the data was a tedious task.,"monotonous, humdrum, mundane, soporific, monochrome, banal, vapid, insipid, pedestrian, prolix, laborious, ponderous"
25,Set 25,Vitality,প্রাণশক্তি,VITAmin T,,The city is full of vitality.,"animation, vigour, liveliness, energy"
25,Set 25,Whimsical,খামখেয়ালী,WHo is comICAL,,She made a whimsical decision to travel.,"waggish, quaint, eccentric, quirky, idiosyncratic, peculiar, capricious, fickle, erratic, mercurial, mutable, protean"
25,Set 25,Yield,ফলানো / সমর্পণ করা,Young ভাইকে ELDer ভাই যুক্তি দিলো,,The orchard yields plenty of apples.,
26,Set 26,Apprehension,আশংকা / বুঝতে পারা / কাউকে ধরা,GRE-তে APPEaR হওয়ার tENSION,,She waited with apprehension for the results.,"anxious, agitated, restless, fidgety, neurotic, trepidatious"
26,Set 26,Ardent,প্রবল উৎসাহী / উদ্দীপ্ত,ARgENTina cAR-এ DENT,,He is an ardent fan of the team.,"avid, fervent, fervid, zealous, vehement, assiduous"
26,Set 26,Axiomatic,স্বতঃসিদ্ধ / সর্বজনস্বীকৃত,AXIOm is matheMATICally proven,,It is axiomatic that honesty builds trust.,"unquestionable, undeniable, granted, apodictic"
26,Set 26,Cease,বন্ধ / থামা / শেষ করা,CEASE fire with EASE,,The rain finally ceased at noon.,"halt, conclude, terminate, abate"
26,Set 26,Conducive,উপযোগী / সহায়ক,CONtribUtIVE,,A quiet room is conducive to study.,"favourable, beneficial"
26,Set 26,Corporeal,বস্তুগত / দৈহিক,CORPOrate REALity is materialistic,,Ghosts have no corporeal form.,"carnal, corporal, mortal, substantial, tangible, concrete, physical, bodily"
26,Set 26,Doctrinaire,মতবাদ চাপানো,DOCTRINe on the AIR,,His doctrinaire approach left no room for debate.,"dogmatic, rigid, adamant, pontifical, authoritarian, prejudiced, fanatical, zealous"
26,Set 26,Eclectic,বিভিন্ন কিছু থেকে সেরাটা বাছাই,ELECTIng the ExCellent,,She has an eclectic taste in music.,"encyclopedic, liberal, multifaceted, heterogeneous, discerning, critical, universal"
26,Set 26,Equanimity,খারাপ পরিস্থিতিতে মাথা ঠাণ্ডা রাখা,EQUAL minded even near eNeMY,,He faced the crisis with remarkable equanimity.,"serenity, placidity, tranquillity, impassivity, equilibrium, poise, aplomb, sangfroid, nonchalance"
26,Set 26,Exorbitant,গলা কাটা দাম,EX ORBIT ANT (পিঁপড়া),,The hotel charged exorbitant prices.,"extortionate, preposterous, inordinate, punitive, ruinous, extravagant"
26,Set 26,Fickle,পরিবর্তনশীল,ফাতরা jaCKLE,,The weather here is notoriously fickle.,"capricious, mercurial, vacillating, giddy, skittish, erratic, random, mutable"
26,Set 26,Figurative,প্রতীকী / রূপক,শুধু FIGURe-এ AcTIVE,,He used the word in a figurative sense.,"metaphorical, non-literal, allegorical, emblematic, poetic, ornate, florid, parabolic"
26,Set 26,Fluster,হতবাক / বিব্রত করা,pLaSTER দেখে হতবাক,,The sudden question flustered the new clerk.,"unnerve, agitate, disquiet, perturb, disconcert, faze"
26,Set 26,Gullible,সহজ-সরল / সহজে বিশ্বাসপ্রবণ,গলির সহজ-সরল পিচ্চি,,The scam preyed on gullible investors.,"credulous, exploitable, ingenuous, naive"
26,Set 26,Idiosyncratic,স্বকীয়,আইডিয়ার সিন্ডিকেট,,She has an idiosyncratic way of dressing.,"peculiar, eccentric, aberrant, anomalous, quirky, freakish, singular"
26,Set 26,Incidental,আকস্মিক / আনুষঙ্গিক,acCIDENTAL,,The costs were incidental to the main project.,"random, fortuitous, serendipitous, adventitious, coincidental, aleatory"
26,Set 26,Ingrained,অন্তর্নিহিত / বদ্ধমূল,IN GRAINED (বপন করা শস্য),,His habits were too ingrained to change.,"entrenched, implanted, abiding, inbred, intrinsic"
26,Set 26,Insolent,উদ্ধত / অপমানজনক,INsuLTing + arrOgaNT,,The insolent reply angered the teacher.,"impertinent, impudent, contemptuous, presumptuous, audacious, brazen, pert"
26,Set 26,Lampoon,ব্যঙ্গ করা,LAM (প্যাঁদানো) PuN (ব্যাঙ্গ),,The cartoon lampooned the politician.,"satirize, ridicule, caricature, burlesque, parody, pasquinade"
26,Set 26,Lavish,বিলাসবহুল / দরাজ,LoVe is a LAVISH thing,,They threw a lavish wedding party.,"sumptuous, luxuriant, opulent, ornate, pretentious"
26,Set 26,Lugubrious,বিষণ্ণ / করুণ,LUG (বাধা) U BRIOUS (বৃহস্পতি),,"He spoke in a slow, lugubrious tone.","doleful, Eeyorish, melancholy, woeful, forlorn, despondent, sombre, solemn, saturnine, pessimistic, sullen"
26,Set 26,Macabre,মৃত্যুভীতিকর / বীভৎস,MA এর CoBRE (কবরে),,The film had a macabre sense of humour.,"morbid, ghastly, horrendous, dreadful, appalling, loathsome, repugnant"
26,Set 26,Morose,বিষণ্ণ / গোমড়া,MO (মরা) ROSE,,He grew morose after losing his job.,"sullen, taciturn, saturnine, pessimistic, lugubrious, melancholy, doleful, churlish, waspish, surly"
26,Set 26,Officious,অনধিকার চর্চাকারী,OFFICe এর curIOUS পিওন,,An officious clerk insisted on more forms.,"bumptious, self-assertive, overzealous, dictatorial, intrusive, meddlesome"
26,Set 26,Ramification,জটিল পরিস্থিতি / কার্যফল,RuM (মদ) FICATION,,The decision had far-reaching ramifications.,"consequence, aftermath, sequel, implication, outgrowth, spin-off"
26,Set 26,Serene,নির্মল / প্রশান্ত,SEe RaiN,,The lake was calm and serene at dawn.,"tranquil, pacific, poised, imperturbable, placid, soothing"
26,Set 26,Supplant,প্রতিস্থাপন করা,SUb (বদলি) PLANT (বসানো),,Email has largely supplanted letters.,"supersede, undermine, override, oust, usurp, topple, dethrone"
26,Set 26,Tacit,মৌন / অনুক্ত,TAke IT,,They had a tacit agreement to stay silent.,"implicit, implied, inferred, insinuated, unstated"
26,Set 26,Transcend,অতিক্রম করা,Trex RAN to ASCEND,,Great art transcends cultural boundaries.,"excel, trump, eclipse, overshadow, upstage"
26,Set 26,Treatise,শাস্ত্র / অভিসন্দর্ভ,TREATy (চুক্তি) ISE (এসেছে),,He wrote a treatise on political theory.,"disquisition, exposition, dissertation, thesis, critique, tractate"
27,Set 27,Antagonize,বিরোধিতা করা / বিরূপ করা,AuNT GONe (বিরোধিতা করতে),,Don't antagonize your customers.,"inimical, averse, belligerent, bellicose, pugnacious, truculent"
27,Set 27,Barren,অনুর্বর,BARREN (ব্রেইন) — অনুর্বর মস্তিষ্ক,,The barren land couldn't produce food.,"infertile, unfruitful, sterile, arid, desert, desolate"
27,Set 27,Bombastic,শব্দাড়ম্বরপূর্ণ,"কথায় BOMB, কাজে plASTIC",,Derek is bombastic and opinionated.,"pompous, blustering, verbose, turgid, lofty, ostentatious, grandiloquent, magniloquent, fustian"
27,Set 27,Cajole,মিষ্টি কথায় প্রতারণা করা,CAJOL চোখের মেয়ে,,I managed to cajole her out of leaving too early.,"wheedle, coax, manoeuvre, beguile, entice, inveigle, blandish"
27,Set 27,Chary,সতর্ক,tom is wary & jerry is CHARY,,Jerry is chary of strangers.,"wary, circumspect, heedful, guarded, sceptical, dubious"
27,Set 27,Curmudgeon,খিটখিটে লোক,CaR (গাড়ি) MUD (কাদা) GE ON,,The old curmudgeon complained about the noisy children.,"grouch, crank, grumbler, malcontent"
27,Set 27,Dirge,শোকগীতি (Funeral গীত),"DoRGE ঈদের জামা নষ্ট, DIRGE (ডার গ্যায়ি)",,His songs are full of dirge.,"elegy, lament, requiem, keen"
27,Set 27,Estimable,শ্রদ্ধেয় / প্রশংসনীয়,ESTeeM (সম্মান) ABLE (যোগ্য),,He writes estimable poetry under a pseudonym.,"admirable, respected, worthy, laudable"
27,Set 27,Euphemism,শ্রুতিকটু কথার বদলে নরম কথা,EU (EU-এর) fEMINISM,,'Senior citizen' is a euphemism for 'old person'.,"substitute, underplaying, softening, politeness"
27,Set 27,Excoriate,কঠোর সমালোচনা / চামড়া ছাড়ানো,EX KORean ATE (চামড়া ছিলে),,His latest novel received excoriating reviews.,"censure, denounce, lambaste, disparage, malign, vilify, derogate, reprehend"
27,Set 27,Exigent,জরুরী,EXtremely urGENT,,The drought made water an exigent concern.,"acute, clamant, clamorous, arduous, burdensome, taxing"
27,Set 27,Haughty,উদ্ধত,HoTTY (টগবগে),,She's hot and haughty.,"vain, snobbish, pompous, egotistical, supercilious, condescending, lofty, scornful, contemptuous, disdainful, imperious, cavalier"
27,Set 27,Heady,প্রচণ্ড / মস্তিষ্কপীড়নকর,জিদানের Head খেয়ে মাতেরাজ্জির Dead অবস্থা,,She felt heady with success.,"exhilarating, stimulating, invigorating, galvanizing, arousing, potent"
27,Set 27,Imperturbable,নির্লিপ্ত / চিরশান্ত,I'M PER TURBulance ABLE,,His normally imperturbable secretary burst into tears.,"poised, tranquil, serene, placid, nonchalant"
27,Set 27,Implacable,অনমনীয় / ক্ষমাহীন,I'M not PLAy ABLE,,The government faced implacable opposition.,"inexorable, intransigent, adamant, ruthless, remorseless, merciless, pitiless"
27,Set 27,Lambaste,কড়া ঝাড়ি দেওয়া,LAMB ASTE (আসতে) দেরিতে রাম ঠ্যাঙানি,,The professor lambasted me for my mistake.,"criticize, castigate, chastise, censure, harangue, upbraid, admonish, berate, objurgate, excoriate"
27,Set 27,Miscreant,দুর্বৃত্ত,MIStakenly CREATed,,We need tougher penalties to discourage miscreants.,"malefactor, sinner, transgressor, outlaw, trespasser, scoundrel, reprobate"
27,Set 27,Peccadillo,তুচ্ছ ত্রুটি,কেকা ফেরদৌসির তুচ্ছ রেসিপি,,His peccadilloes finally broke his marriage.,"misdemeanour, delinquency, indiscretion, lapse, infraction, error"
27,Set 27,Philistine,বুদ্ধিবৃত্তিক কিছুতে অনুৎসাহী,PHILISTINE,,"When it comes to art, the man's a philistine.","crass, tasteless, boorish, barbaric, primitive, savage, brutish, coarse"
27,Set 27,Relegate,পদাবনতি,RaiL GATE নিচে নামানো,,Manchester United has been relegated.,"consign, banish, exile, demote, degrade, disrate"
27,Set 27,Repugnant,বিদ্বেষমূলক / ঘৃণ্য,REPU (রিপু) GN (গণ) ANTi,,I find his political ideas totally repugnant.,"abhorrent, loathsome, execrable, abominable, deplorable, noxious, obscene, base, hideous, obnoxious, ghastly, putrid"
27,Set 27,Sentimental,ভাবালু / আবেগপ্রবণ,সেন্টি খেয়ে মেন্টাল অবস্থা,,She said a sentimental goodbye.,"nostalgic, tender, mawkish"
27,Set 27,Squander,অপব্যয় করা,SQUAd uNDER (বন্ধুদের পিছনে),,He didn't squander his money on sports cars.,"misuse, dissipate, lavish, splurge, fritter"
27,Set 27,Swindle,প্রতারণা করা / হাতিয়ে নেওয়া,WIN IDLE (অলসে প্রতারণা),,An idle man can win only by swindling.,"exploit, delude, hoax, hoodwink, bamboozle, embezzle, defraud"
27,Set 27,Tangible,স্পর্শযোগ্য / বাস্তব,TANGent aBLE,,Sculpture is a tangible art form.,"palpable, tactile, corporeal, solid, concrete"
27,Set 27,Turpitude,লাম্পট্য / অনৈতিকতা,TaPoRI attiTUDE,,The scandal exposed his moral turpitude.,"wickedness, depravity, vice, degeneracy, baseness, iniquity"
27,Set 27,Unalloyed,নিখাদ,UN (না) ALLOYED (মিশ্রিত),,"At first glance, it looked like unalloyed good news.","pure, unqualified, unmitigated, complete"
27,Set 27,Undercut,অল্পাহার / কম দামে দেওয়া / দুর্বল করা,UNDER (কম) CUT (কাটা),,The shop undercut its rivals by lowering prices.,"undermine, sap, subvert, sabotage, destabilize, demolish"
27,Set 27,Wheedle,মিষ্টি কথায় ভুলানো,WHEEl iDLE (হুইলচেয়ারে সাহায্য চাওয়া),,She managed to wheedle more money out of him.,"cajole, inveigle, lure, induce, blarney, entice, beguile"
27,Set 27,Xenophobic,জাতিবিদ্বেষী,X (অজানা) PHOBIC (ভয়),,The party was criticized for its xenophobic rhetoric.,"racist, ethnocentric, prejudiced, intolerant, bigoted, parochial, insular"
28,Set 28,Abeyance,স্থগিত,Beyonce's concert postponed,,The concert is in abeyance until restrictions ease.,"deferred, suspense, remission, reserve, pending"
28,Set 28,Abstract,বিমূর্ত,can't be reTRACT,,Beauty is an abstract concept.,"philosophical, academic, hypothetical, speculative, conjectural"
28,Set 28,Affront,অপমান,come in FRONT to confront insult,,His refusal to see me was an affront.,"desecration, aspersion, provocation, injury"
28,Set 28,Agitate,আন্দোলিত / উত্তেজিত করা,A GIT (গিট্টু) ATE — মাথা গরম,,Agitate the mixture to dissolve the powder.,"perturb, unnerve, disquiet, stir"
28,Set 28,August,শ্রদ্ধেয় / মহিমান্বিত,মহিমান্বিত আগস্ট মাস,,He played an august role during the liberation war.,"distinguished, exalted, illustrious, lofty, imperial, eminent, aristocratic"
28,Set 28,Burnish,ঘষে চকচকে করা,BURN + polISH,,He missed no opportunity to burnish his image.,"smooth, glaze, furbish, enhance, perfect"
28,Set 28,Coy,লাজুক,COY = অপরিচিতে পাওয়া ভয়,,She's very coy about her age.,"arch, coquettish, modest, bashful, reticent, diffident, timid"
28,Set 28,Deprecate,অবমূল্যায়ন / অনুমোদন না করা,sounds like DEPRECiATe,,Critics deprecated the film's violent scenes.,"deplore, abhor, execrate, censure"
28,Set 28,Disdain,অবজ্ঞা করা,The Day movie DIScarded what it gAINed,,She watched me with disdain.,"contempt, derision, disrespect, haughtiness, arrogance, condescension"
28,Set 28,Disperse,বিচ্ছিন্ন করা,DISbuRSE,,Police used tear gas to disperse the demonstrators.,"scatter, disseminate, distribute, broadcast"
28,Set 28,Distended,ফুলানো,set up DIS (this) TENt,,The balloon was distended.,"tumefied, intumescent, swollen, bloated, prominent"
28,Set 28,Endemic,স্থানীয় (নির্দিষ্ট অঞ্চলে সীমিত),END (শেষ) EMIC (স্থানীয়),,Polio was then endemic among children my age.,"pervasive, extensive, ubiquitous, prevalent"
28,Set 28,Enmity,শত্রুতা,ENeMY এর মত,,Years of border disputes bred enmity between the two nations.,"animosity, rancour, antipathy, animus"
28,Set 28,Gauche,কান্ডজ্ঞানহীন / আনাড়ি,GAU (গ্রামের) CHE (চাচাতো ভাই),,I find him terribly gauche.,"ungainly, gawky, maladroit, inept"
28,Set 28,Hysterical,হিস্টিরিয়াগ্রস্ত,HYSTERIA-তে বেহাল,,His hysterical laughter made everybody stunned.,"delirious, uncontrollable, frenzied, frantic, wild, feverish, emotional"
28,Set 28,Impudent,নির্লজ্জ / ধৃষ্ট,I'M a student like POO,,The impudent student talked back to the teacher.,"impertinent, insolent, audacious, brazen, pert"
28,Set 28,Inchoate,অপূর্ণাঙ্গ / অপরিস্ফুট,IN CHOTE (ছোট) — Not fully grown,,Her tumour was inchoate.,"rudimentary, incipient, embryonic, unformed, confused"
28,Set 28,Penchant,অনুরাগ,PENsylvania এর জন্য CHANT,,She chanted for Pennsylvania to express her penchant.,"bias, proclivity, predilection, predisposition"
